no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_income_ratio,asset_coverage_ratio,income_per_dependent,wealth_cibil_score,loan_status
2,1,1,9100000,24200000,16,685,67700000.0,2.659340659340659,2.7975206611570247,3033333.3333333335,46374500000.0,1
1,1,0,7400000,17900000,6,460,34800000.0,2.418918918918919,1.9441340782122905,3700000.0,16008000000.0,0
1,0,1,8300000,28400000,16,704,41400000.0,3.4216867469879517,1.4577464788732395,4150000.0,29145600000.0,1
1,1,1,7600000,23900000,12,692,44700000.0,3.1447368421052633,1.8702928870292888,3800000.0,30932400000.0,1
1,0,1,3500000,9600000,4,398,20200000.0,2.742857142857143,2.1041666666666665,1750000.0,8039600000.0,0
5,1,1,1000000,3500000,18,882,4900000.0,3.5,1.4,166666.66666666666,4321800000.0,1
5,1,1,9900000,25900000,4,860,51400000.0,2.6161616161616164,1.9845559845559846,1650000.0,44204000000.0,1
2,1,1,5700000,15100000,18,330,32500000.0,2.6491228070175437,2.152317880794702,1900000.0,10725000000.0,0
5,1,0,700000,2400000,16,447,5400000.0,3.4285714285714284,2.25,116666.66666666667,2413800000.0,0
0,0,1,9600000,23800000,12,788,55900000.0,2.4791666666666665,2.3487394957983194,9600000.0,44049200000.0,1
1,0,0,9300000,28900000,6,526,43400000.0,3.10752688172043,1.5017301038062283,4650000.0,22828400000.0,0
0,1,0,9500000,28400000,18,577,60800000.0,2.9894736842105263,2.140845070422535,9500000.0,35081600000.0,1
4,1,1,8700000,23400000,16,372,50300000.0,2.689655172413793,2.1495726495726495,1740000.0,18711600000.0,0
5,1,1,7300000,21000000,14,759,54600000.0,2.8767123287671232,2.6,1216666.6666666667,41441400000.0,1
3,1,1,4100000,12700000,10,465,25600000.0,3.097560975609756,2.015748031496063,1025000.0,11904000000.0,0
2,1,0,2900000,10200000,4,789,15000000.0,3.5172413793103448,1.4705882352941178,966666.6666666666,11835000000.0,1
3,1,1,7500000,17900000,2,680,50100000.0,2.3866666666666667,2.798882681564246,1875000.0,34068000000.0,1
1,1,0,7900000,25700000,20,681,44800000.0,3.2531645569620253,1.7431906614785992,3950000.0,30508800000.0,1
1,1,1,6900000,22300000,16,673,47800000.0,3.2318840579710146,2.1434977578475336,3450000.0,32169400000.0,1
0,0,0,6900000,22900000,10,313,49100000.0,3.318840579710145,2.1441048034934496,6900000.0,15368300000.0,0
0,0,0,4800000,18800000,16,551,40100000.0,3.9166666666666665,2.132978723404255,4800000.0,22095100000.0,1
5,1,1,7700000,24400000,8,453,41100000.0,3.168831168831169,1.6844262295081966,1283333.3333333333,18618300000.0,0
3,0,0,6900000,22700000,4,650,36200000.0,3.289855072463768,1.5947136563876652,1725000.0,23530000000.0,1
1,0,0,1200000,4500000,4,439,9100000.0,3.75,2.022222222222222,600000.0,3994900000.0,1
1,1,0,2900000,9600000,4,658,22200000.0,3.310344827586207,2.3125,1450000.0,14607600000.0,1
4,1,1,5500000,18900000,6,379,44600000.0,3.4363636363636365,2.35978835978836,1100000.0,16903400000.0,0
4,1,1,3200000,10700000,4,450,20300000.0,3.34375,1.897196261682243,640000.0,9135000000.0,1
5,0,0,2600000,8200000,4,849,21000000.0,3.1538461538461537,2.5609756097560976,433333.3333333333,17829000000.0,1
0,1,0,500000,1600000,18,865,3000000.0,3.2,1.875,500000.0,2595000000.0,1
0,1,0,1800000,6900000,10,853,6700000.0,3.8333333333333335,0.9710144927536232,1800000.0,5715100000.0,0
0,0,0,1300000,4900000,12,555,9400000.0,3.769230769230769,1.9183673469387754,1300000.0,5217000000.0,1
1,0,0,9900000,20700000,20,821,70100000.0,2.090909090909091,3.3864734299516908,4950000.0,57552100000.0,1
0,0,0,2000000,4700000,2,820,14300000.0,2.35,3.0425531914893615,2000000.0,11726000000.0,1
1,0,0,5100000,15300000,4,721,34300000.0,3.0,2.241830065359477,2550000.0,24730300000.0,1
4,1,1,8200000,24000000,20,831,56200000.0,2.926829268292683,2.341666666666667,1640000.0,46702200000.0,1
5,0,0,4200000,12600000,18,571,30000000.0,3.0,2.380952380952381,700000.0,17130000000.0,1
2,0,1,1300000,4900000,8,582,9000000.0,3.769230769230769,1.836734693877551,433333.3333333333,5238000000.0,1
1,0,1,4600000,13600000,18,487,40600000.0,2.9565217391304346,2.985294117647059,2300000.0,19772200000.0,0
1,0,0,6600000,19700000,12,758,48700000.0,2.984848484848485,2.472081218274112,3300000.0,36914600000.0,1
2,1,1,8300000,30100000,16,636,50600000.0,3.6265060240963853,1.681063122923588,2766666.6666666665,32181600000.0,1
0,1,0,6900000,20700000,16,857,54200000.0,3.0,2.6183574879227054,6900000.0,46449400000.0,1
4,1,1,4700000,12500000,8,678,30700000.0,2.6595744680851063,2.456,940000.0,20814600000.0,1
1,1,0,7900000,15800000,8,551,31300000.0,2.0,1.981012658227848,3950000.0,17246300000.0,1
3,0,0,8800000,24900000,16,668,74400000.0,2.8295454545454546,2.9879518072289155,2200000.0,49699200000.0,1
1,1,0,6500000,23400000,2,672,39700000.0,3.6,1.6965811965811965,3250000.0,26678400000.0,1
3,0,0,3500000,13700000,4,439,25400000.0,3.914285714285714,1.854014598540146,875000.0,11150600000.0,1
2,0,1,8200000,19600000,16,636,53300000.0,2.3902439024390243,2.7193877551020407,2733333.3333333335,33898800000.0,1
0,0,1,2000000,6000000,14,393,11700000.0,3.0,1.95,2000000.0,4598100000.0,0
5,0,0,2700000,8200000,2,848,15700000.0,3.037037037037037,1.9146341463414633,450000.0,13313600000.0,1
0,1,1,5300000,17600000,4,790,39600000.0,3.3207547169811322,2.25,5300000.0,31284000000.0,1
2,0,0,9900000,19900000,6,312,66000000.0,2.01010101010101,3.3165829145728645,3300000.0,20592000000.0,0
2,0,1,5000000,19500000,14,775,24200000.0,3.9,1.241025641025641,1666666.6666666667,18755000000.0,1
2,0,0,9100000,18600000,20,403,59600000.0,2.043956043956044,3.204301075268817,3033333.3333333335,24018800000.0,0
3,0,1,7600000,26400000,14,867,45200000.0,3.473684210526316,1.7121212121212122,1900000.0,39188400000.0,1
0,1,0,5200000,17800000,18,558,29800000.0,3.423076923076923,1.6741573033707866,5200000.0,16628400000.0,1
5,1,0,1800000,6000000,4,548,12900000.0,3.3333333333333335,2.15,300000.0,7069200000.0,1
0,0,0,7300000,28200000,16,486,48200000.0,3.863013698630137,1.7092198581560283,7300000.0,23425200000.0,0
4,1,0,3200000,11600000,6,635,18300000.0,3.625,1.5775862068965518,640000.0,11620500000.0,1
5,1,0,5200000,20700000,2,538,23400000.0,3.980769230769231,1.1304347826086956,866666.6666666666,12589200000.0,1
4,0,0,7100000,28200000,14,496,49500000.0,3.971830985915493,1.7553191489361701,1420000.0,24552000000.0,0
4,1,1,1400000,4800000,6,411,7700000.0,3.4285714285714284,1.6041666666666667,280000.0,3164700000.0,0
4,0,0,2700000,10700000,6,857,22600000.0,3.962962962962963,2.1121495327102804,540000.0,19368200000.0,1
5,1,1,6500000,18100000,10,360,52600000.0,2.7846153846153845,2.9060773480662982,1083333.3333333333,18936000000.0,0
4,1,0,9300000,35900000,18,461,60100000.0,3.860215053763441,1.6740947075208914,1860000.0,27706100000.0,0
0,1,1,6700000,14900000,16,638,40600000.0,2.2238805970149254,2.7248322147651005,6700000.0,25902800000.0,1
5,1,0,6800000,19300000,6,865,44100000.0,2.838235294117647,2.284974093264249,1133333.3333333333,38146500000.0,1
5,0,0,5600000,13600000,4,449,34700000.0,2.4285714285714284,2.551470588235294,933333.3333333334,15580300000.0,0
1,0,1,1900000,4700000,2,870,13200000.0,2.473684210526316,2.8085106382978724,950000.0,11484000000.0,1
5,0,0,8400000,19500000,6,815,39000000.0,2.3214285714285716,2.0,1400000.0,31785000000.0,1
2,0,1,2500000,7200000,16,454,14400000.0,2.88,2.0,833333.3333333334,6537600000.0,0
1,0,1,2900000,9900000,18,783,15000000.0,3.413793103448276,1.5151515151515151,1450000.0,11745000000.0,1
3,1,1,3200000,7400000,2,543,23900000.0,2.3125,3.22972972972973,800000.0,12977700000.0,0
4,0,1,3000000,10900000,2,786,22100000.0,3.6333333333333333,2.0275229357798166,600000.0,17370600000.0,1
3,1,1,800000,2500000,20,395,3900000.0,3.125,1.56,200000.0,1540500000.0,0
2,0,1,400000,1300000,2,885,2100000.0,3.25,1.6153846153846154,133333.33333333334,1858500000.0,1
2,0,0,4400000,10600000,20,488,31000000.0,2.409090909090909,2.9245283018867925,1466666.6666666667,15128000000.0,0
2,0,1,8700000,19900000,10,829,46600000.0,2.2873563218390807,2.341708542713568,2900000.0,38631400000.0,1
4,0,0,7400000,15400000,6,677,71800000.0,2.081081081081081,4.662337662337662,1480000.0,48608600000.0,1
4,0,1,5700000,14400000,12,645,40700000.0,2.526315789473684,2.826388888888889,1140000.0,26251500000.0,1
5,0,1,9700000,27600000,10,788,54900000.0,2.845360824742268,1.9891304347826086,1616666.6666666667,43261200000.0,1
2,0,0,7000000,22400000,6,649,48800000.0,3.2,2.1785714285714284,2333333.3333333335,31671200000.0,1
2,0,0,8900000,23100000,4,519,53200000.0,2.595505617977528,2.303030303030303,2966666.6666666665,27610800000.0,0
3,1,1,3100000,11200000,14,772,19600000.0,3.6129032258064515,1.75,775000.0,15131200000.0,1
4,1,0,2200000,6100000,12,330,15600000.0,2.772727272727273,2.557377049180328,440000.0,5148000000.0,0
5,0,1,7100000,21500000,4,557,47300000.0,3.028169014084507,2.2,1183333.3333333333,26346100000.0,1
4,1,1,8200000,19000000,6,334,70100000.0,2.317073170731707,3.6894736842105265,1640000.0,23413400000.0,0
3,1,1,9800000,28400000,12,487,66200000.0,2.8979591836734695,2.3309859154929575,2450000.0,32239400000.0,0
2,1,1,3900000,9700000,8,539,25000000.0,2.4871794871794872,2.577319587628866,1300000.0,13475000000.0,0
2,1,1,2200000,8100000,8,710,11700000.0,3.6818181818181817,1.4444444444444444,733333.3333333334,8307000000.0,1
5,0,1,600000,1700000,20,879,4200000.0,2.8333333333333335,2.4705882352941178,100000.0,3691800000.0,1
4,0,1,6900000,22000000,10,512,39700000.0,3.1884057971014492,1.8045454545454545,1380000.0,20326400000.0,0
2,1,1,7400000,27300000,18,561,49700000.0,3.689189189189189,1.8205128205128205,2466666.6666666665,27881700000.0,1
3,0,1,4000000,11600000,6,539,25300000.0,2.9,2.1810344827586206,1000000.0,13636700000.0,0
3,0,1,700000,2000000,18,544,4000000.0,2.857142857142857,2.0,175000.0,2176000000.0,0
2,0,1,1900000,4600000,16,631,13100000.0,2.4210526315789473,2.847826086956522,633333.3333333334,8266100000.0,1
2,1,0,2200000,6800000,20,546,11500000.0,3.090909090909091,1.6911764705882353,733333.3333333334,6279000000.0,0
1,1,1,2000000,5600000,14,569,15600000.0,2.8,2.7857142857142856,1000000.0,8876400000.0,1
4,0,0,7400000,17900000,6,384,52800000.0,2.418918918918919,2.9497206703910615,1480000.0,20275200000.0,0
2,0,1,2300000,9000000,6,583,15200000.0,3.9130434782608696,1.6888888888888889,766666.6666666666,8861600000.0,1
5,0,1,4000000,15500000,12,517,16200000.0,3.875,1.0451612903225806,666666.6666666666,8375400000.0,0
3,1,1,1500000,5800000,18,420,8200000.0,3.8666666666666667,1.4137931034482758,375000.0,3444000000.0,0
2,0,1,5200000,12900000,18,644,24900000.0,2.480769230769231,1.930232558139535,1733333.3333333333,16035600000.0,1
2,1,0,5400000,14500000,8,349,43300000.0,2.685185185185185,2.986206896551724,1800000.0,15111700000.0,0
3,1,0,7700000,25300000,18,662,43800000.0,3.2857142857142856,1.7312252964426877,1925000.0,28995600000.0,1
0,0,1,1900000,6400000,20,704,11500000.0,3.3684210526315788,1.796875,1900000.0,8096000000.0,1
4,0,1,6400000,15500000,2,324,47900000.0,2.421875,3.0903225806451613,1280000.0,15519600000.0,0
5,1,0,700000,1700000,18,757,4800000.0,2.4285714285714284,2.823529411764706,116666.66666666667,3633600000.0,1
3,1,1,5800000,23000000,16,361,41900000.0,3.9655172413793105,1.8217391304347825,1450000.0,15125900000.0,0
1,1,0,1800000,5400000,4,415,13800000.0,3.0,2.5555555555555554,900000.0,5727000000.0,1
5,1,1,4300000,13800000,18,618,26800000.0,3.2093023255813953,1.9420289855072463,716666.6666666666,16562400000.0,1
4,1,0,8000000,27100000,8,524,61800000.0,3.3875,2.2804428044280445,1600000.0,32383200000.0,0
0,0,0,1100000,4100000,18,887,5600000.0,3.727272727272727,1.3658536585365855,1100000.0,4967200000.0,1
2,0,1,8800000,31100000,12,729,46000000.0,3.534090909090909,1.4790996784565917,2933333.3333333335,33534000000.0,1
4,1,0,4800000,18600000,14,774,35800000.0,3.875,1.924731182795699,960000.0,27709200000.0,1
0,0,1,200000,700000,20,724,1400000.0,3.5,2.0,200000.0,1013600000.0,1
5,1,1,1400000,2700000,16,320,8100000.0,1.9285714285714286,3.0,233333.33333333334,2592000000.0,0
5,1,0,2500000,6400000,16,590,16400000.0,2.56,2.5625,416666.6666666667,9676000000.0,1
5,1,0,8100000,25300000,8,796,57800000.0,3.123456790123457,2.2845849802371543,1350000.0,46008800000.0,1
0,1,1,6100000,19200000,6,890,44100000.0,3.1475409836065573,2.296875,6100000.0,39249000000.0,1
0,0,1,2000000,4600000,16,651,13300000.0,2.3,2.891304347826087,2000000.0,8658300000.0,1
4,0,0,4800000,10100000,12,634,31400000.0,2.1041666666666665,3.108910891089109,960000.0,19907600000.0,1
4,1,1,900000,2800000,2,660,5900000.0,3.111111111111111,2.107142857142857,180000.0,3894000000.0,1
4,0,0,1300000,3500000,12,512,8600000.0,2.6923076923076925,2.4571428571428573,260000.0,4403200000.0,0
4,0,1,4200000,9100000,2,900,28800000.0,2.1666666666666665,3.1648351648351647,840000.0,25920000000.0,1
2,1,1,3300000,11100000,20,823,20700000.0,3.3636363636363638,1.864864864864865,1100000.0,17036100000.0,1
2,0,1,8700000,28400000,12,880,33600000.0,3.264367816091954,1.1830985915492958,2900000.0,29568000000.0,1
1,0,1,800000,2600000,2,439,2800000.0,3.25,1.0769230769230769,400000.0,1229200000.0,1
5,1,1,7400000,17100000,2,441,47700000.0,2.310810810810811,2.789473684210526,1233333.3333333333,21035700000.0,0
3,0,0,6900000,18500000,6,360,42400000.0,2.681159420289855,2.291891891891892,1725000.0,15264000000.0,0
1,1,1,8800000,33700000,14,561,54900000.0,3.8295454545454546,1.629080118694362,4400000.0,30798900000.0,1
2,1,1,8600000,32500000,4,758,46400000.0,3.7790697674418605,1.4276923076923076,2866666.6666666665,35171200000.0,1
2,1,0,5400000,20600000,18,621,30500000.0,3.814814814814815,1.4805825242718447,1800000.0,18940500000.0,1
4,1,1,2900000,5900000,18,621,15300000.0,2.0344827586206895,2.593220338983051,580000.0,9501300000.0,1
3,1,0,9800000,21000000,12,342,75900000.0,2.142857142857143,3.6142857142857143,2450000.0,25957800000.0,0
4,1,0,3300000,10800000,4,552,17000000.0,3.272727272727273,1.5740740740740742,660000.0,9384000000.0,1
0,0,0,300000,500000,18,376,1400000.0,1.6666666666666667,2.8,300000.0,526400000.0,0
0,1,0,1500000,4300000,12,801,11000000.0,2.8666666666666667,2.558139534883721,1500000.0,8811000000.0,1
3,0,1,5400000,16300000,4,512,24100000.0,3.0185185185185186,1.478527607361963,1350000.0,12339200000.0,1
0,1,0,6600000,15200000,18,497,32200000.0,2.303030303030303,2.1184210526315788,6600000.0,16003400000.0,0
0,1,0,5700000,17200000,8,386,28600000.0,3.017543859649123,1.6627906976744187,5700000.0,11039600000.0,0
3,0,1,8500000,26100000,2,683,46800000.0,3.070588235294118,1.793103448275862,2125000.0,31964400000.0,1
0,1,0,7400000,24100000,16,779,37500000.0,3.2567567567567566,1.5560165975103735,7400000.0,29212500000.0,1
3,0,1,7800000,17700000,6,876,66700000.0,2.269230769230769,3.768361581920904,1950000.0,58429200000.0,1
3,1,1,7200000,16500000,18,515,42000000.0,2.2916666666666665,2.5454545454545454,1800000.0,21630000000.0,0
2,0,0,7600000,19300000,12,463,32500000.0,2.539473684210526,1.6839378238341969,2533333.3333333335,15047500000.0,0
4,0,1,7000000,26700000,4,486,47600000.0,3.8142857142857145,1.7827715355805243,1400000.0,23133600000.0,1
0,0,0,5700000,13000000,6,328,44200000.0,2.280701754385965,3.4,5700000.0,14497600000.0,0
2,0,0,8200000,30600000,10,343,45200000.0,3.731707317073171,1.477124183006536,2733333.3333333335,15503600000.0,0
0,1,1,9000000,27800000,8,712,37800000.0,3.088888888888889,1.3597122302158273,9000000.0,26913600000.0,1
3,0,0,3900000,11900000,6,607,23400000.0,3.051282051282051,1.9663865546218486,975000.0,14203800000.0,1
0,1,0,6500000,16200000,4,812,54300000.0,2.4923076923076923,3.3518518518518516,6500000.0,44091600000.0,1
4,0,1,2300000,7700000,16,589,19000000.0,3.347826086956522,2.4675324675324677,460000.0,11191000000.0,1
1,0,0,5700000,21800000,18,657,42300000.0,3.824561403508772,1.9403669724770642,2850000.0,27791100000.0,1
4,0,0,800000,2800000,12,453,5300000.0,3.5,1.8928571428571428,160000.0,2400900000.0,0
4,0,1,8400000,19700000,14,889,62300000.0,2.3452380952380953,3.1624365482233503,1680000.0,55384700000.0,1
1,1,1,4300000,17200000,4,564,30700000.0,4.0,1.7848837209302326,2150000.0,17314800000.0,1
1,0,1,300000,900000,20,419,1700000.0,3.0,1.8888888888888888,150000.0,712300000.0,0
1,1,0,8700000,34000000,16,663,42000000.0,3.9080459770114944,1.2352941176470589,4350000.0,27846000000.0,1
1,0,0,4400000,12100000,4,884,37300000.0,2.75,3.0826446280991737,2200000.0,32973200000.0,1
1,1,1,5600000,16800000,16,528,30200000.0,3.0,1.7976190476190477,2800000.0,15945600000.0,0
2,1,0,600000,1300000,12,475,4100000.0,2.1666666666666665,3.1538461538461537,200000.0,1947500000.0,0
4,0,1,2500000,5100000,20,695,15400000.0,2.04,3.019607843137255,500000.0,10703000000.0,1
5,0,0,3800000,10500000,10,759,21900000.0,2.763157894736842,2.085714285714286,633333.3333333334,16622100000.0,1
2,0,0,2500000,9600000,4,636,11200000.0,3.84,1.1666666666666667,833333.3333333334,7123200000.0,1
3,0,1,5500000,20400000,10,546,36300000.0,3.709090909090909,1.7794117647058822,1375000.0,19819800000.0,0
5,1,1,4500000,17100000,2,639,36600000.0,3.8,2.1403508771929824,750000.0,23387400000.0,1
4,0,0,1900000,4000000,10,388,8400000.0,2.1052631578947367,2.1,380000.0,3259200000.0,0
5,1,1,6400000,20000000,12,594,24200000.0,3.125,1.21,1066666.6666666667,14374800000.0,1
1,0,1,3800000,11100000,6,760,18300000.0,2.9210526315789473,1.6486486486486487,1900000.0,13908000000.0,1
4,0,1,6300000,16900000,16,582,49300000.0,2.6825396825396823,2.9171597633136095,1260000.0,28692600000.0,1
3,0,0,300000,600000,6,896,1700000.0,2.0,2.8333333333333335,75000.0,1523200000.0,1
5,0,1,7100000,21800000,18,891,30600000.0,3.0704225352112675,1.4036697247706422,1183333.3333333333,27264600000.0,1
2,0,1,600000,1700000,2,495,3600000.0,2.8333333333333335,2.1176470588235294,200000.0,1782000000.0,0
3,1,1,4400000,15300000,16,865,28000000.0,3.477272727272727,1.8300653594771241,1100000.0,24220000000.0,1
4,0,0,7600000,20800000,12,775,41100000.0,2.736842105263158,1.9759615384615385,1520000.0,31852500000.0,1
5,1,1,8700000,26400000,10,318,47100000.0,3.0344827586206895,1.7840909090909092,1450000.0,14977800000.0,0
3,1,1,5600000,12700000,12,395,45900000.0,2.267857142857143,3.6141732283464565,1400000.0,18130500000.0,0
4,0,0,4100000,13100000,14,772,29700000.0,3.1951219512195124,2.267175572519084,820000.0,22928400000.0,1
2,0,1,7900000,16100000,18,318,59400000.0,2.037974683544304,3.68944099378882,2633333.3333333335,18889200000.0,0
3,0,1,5600000,20900000,14,649,35900000.0,3.732142857142857,1.7177033492822966,1400000.0,23299100000.0,1
3,0,0,1200000,3100000,10,438,8600000.0,2.5833333333333335,2.774193548387097,300000.0,3766800000.0,0
5,1,0,6900000,19700000,6,588,41700000.0,2.8550724637681157,2.116751269035533,1150000.0,24519600000.0,1
5,0,0,2700000,5600000,2,815,12800000.0,2.074074074074074,2.2857142857142856,450000.0,10432000000.0,1
4,1,1,9800000,22100000,4,364,61700000.0,2.2551020408163267,2.7918552036199094,1960000.0,22458800000.0,0
2,0,0,9300000,32300000,4,586,68100000.0,3.4731182795698925,2.108359133126935,3100000.0,39906600000.0,1
4,0,0,6700000,25300000,12,555,48900000.0,3.7761194029850746,1.9328063241106719,1340000.0,27139500000.0,1
4,1,0,1300000,4600000,10,312,6300000.0,3.5384615384615383,1.3695652173913044,260000.0,1965600000.0,0
2,1,1,7900000,17100000,16,605,65600000.0,2.1645569620253164,3.8362573099415203,2633333.3333333335,39688000000.0,1
5,0,0,6700000,23200000,18,672,34500000.0,3.462686567164179,1.4870689655172413,1116666.6666666667,23184000000.0,1
2,0,1,2100000,4500000,18,591,10000000.0,2.142857142857143,2.2222222222222223,700000.0,5910000000.0,1
4,1,1,4700000,11000000,4,321,26700000.0,2.3404255319148937,2.4272727272727272,940000.0,8570700000.0,0
2,1,0,3700000,13400000,16,393,24700000.0,3.6216216216216215,1.8432835820895523,1233333.3333333333,9707100000.0,0
0,1,1,5800000,21800000,2,561,30800000.0,3.7586206896551726,1.4128440366972477,5800000.0,17278800000.0,1
5,1,1,2400000,6900000,20,725,13300000.0,2.875,1.9275362318840579,400000.0,9642500000.0,1
1,0,1,8100000,27600000,16,438,51700000.0,3.4074074074074074,1.8731884057971016,4050000.0,22644600000.0,0
5,1,1,5400000,21400000,12,399,32900000.0,3.962962962962963,1.5373831775700935,900000.0,13127100000.0,0
0,1,0,1400000,5400000,8,592,9600000.0,3.857142857142857,1.7777777777777777,1400000.0,5683200000.0,1
2,0,0,2500000,8600000,8,835,15500000.0,3.44,1.802325581395349,833333.3333333334,12942500000.0,1
0,0,1,1600000,5300000,4,733,9100000.0,3.3125,1.7169811320754718,1600000.0,6670300000.0,1
0,0,0,3700000,10600000,20,484,24500000.0,2.864864864864865,2.311320754716981,3700000.0,11858000000.0,0
5,0,1,500000,1800000,20,615,2600000.0,3.6,1.4444444444444444,83333.33333333333,1599000000.0,1
3,0,1,5300000,19500000,4,591,45600000.0,3.6792452830188678,2.3384615384615386,1325000.0,26949600000.0,1
0,1,1,2800000,6800000,12,349,18600000.0,2.4285714285714284,2.735294117647059,2800000.0,6491400000.0,0
1,1,1,9600000,29900000,18,478,81300000.0,3.1145833333333335,2.719063545150502,4800000.0,38861400000.0,0
4,1,0,2200000,7800000,20,633,14200000.0,3.5454545454545454,1.8205128205128205,440000.0,8988600000.0,1
1,0,1,8400000,30900000,8,378,56600000.0,3.6785714285714284,1.831715210355987,4200000.0,21394800000.0,0
1,0,0,2100000,5300000,20,461,15100000.0,2.5238095238095237,2.849056603773585,1050000.0,6961100000.0,0
2,0,1,2800000,7000000,2,834,12800000.0,2.5,1.8285714285714285,933333.3333333334,10675200000.0,1
0,0,0,2500000,5800000,20,671,17400000.0,2.32,3.0,2500000.0,11675400000.0,1
3,1,1,1700000,5800000,10,524,14400000.0,3.411764705882353,2.4827586206896552,425000.0,7545600000.0,0
3,1,0,6100000,20700000,4,816,50400000.0,3.3934426229508197,2.4347826086956523,1525000.0,41126400000.0,1
3,1,0,4100000,11700000,10,729,30600000.0,2.8536585365853657,2.6153846153846154,1025000.0,22307400000.0,1
5,0,1,4500000,12700000,8,307,30100000.0,2.8222222222222224,2.37007874015748,750000.0,9240700000.0,0
2,1,1,5600000,19100000,8,350,22300000.0,3.4107142857142856,1.1675392670157068,1866666.6666666667,7805000000.0,0
3,0,1,5800000,16600000,10,444,42700000.0,2.8620689655172415,2.572289156626506,1450000.0,18958800000.0,0
4,0,0,8600000,26700000,10,895,40500000.0,3.104651162790698,1.5168539325842696,1720000.0,36247500000.0,1
2,1,0,2900000,10500000,20,708,16800000.0,3.6206896551724137,1.6,966666.6666666666,11894400000.0,1
2,0,1,8300000,17600000,2,355,36900000.0,2.1204819277108435,2.096590909090909,2766666.6666666665,13099500000.0,0
5,0,0,2400000,5100000,6,756,10400000.0,2.125,2.0392156862745097,400000.0,7862400000.0,1
4,1,0,5600000,12000000,4,719,26400000.0,2.142857142857143,2.2,1120000.0,18981600000.0,1
1,1,1,9500000,35400000,14,439,35300000.0,3.7263157894736842,0.9971751412429378,4750000.0,15496700000.0,0
4,0,1,4900000,15900000,10,668,36800000.0,3.2448979591836733,2.3144654088050314,980000.0,24582400000.0,1
4,0,1,5900000,16500000,2,765,45900000.0,2.7966101694915255,2.7818181818181817,1180000.0,35113500000.0,1
5,1,1,500000,1500000,4,476,2200000.0,3.0,1.4666666666666666,83333.33333333333,1047200000.0,1
3,1,0,7000000,21700000,14,781,42800000.0,3.1,1.9723502304147464,1750000.0,33426800000.0,1
1,0,0,3500000,12700000,4,350,26700000.0,3.6285714285714286,2.1023622047244093,1750000.0,9345000000.0,1
0,1,0,5200000,12200000,16,783,23500000.0,2.3461538461538463,1.9262295081967213,5200000.0,18400500000.0,1
3,1,1,6300000,19900000,12,770,22900000.0,3.1587301587301586,1.150753768844221,1575000.0,17633000000.0,1
2,0,0,8400000,28300000,10,822,55200000.0,3.369047619047619,1.9505300353356891,2800000.0,45374400000.0,1
1,0,1,7500000,22500000,14,469,42600000.0,3.0,1.8933333333333333,3750000.0,19979400000.0,0
2,1,0,3300000,13000000,16,300,21900000.0,3.9393939393939394,1.6846153846153846,1100000.0,6570000000.0,0
2,0,0,8800000,22400000,14,692,56300000.0,2.5454545454545454,2.513392857142857,2933333.3333333335,38959600000.0,1
5,1,0,200000,700000,18,707,6500000.0,3.5,9.285714285714286,33333.333333333336,4595500000.0,1
5,0,1,8000000,29100000,4,658,52600000.0,3.6375,1.8075601374570447,1333333.3333333333,34610800000.0,1
3,1,0,1000000,4000000,6,625,4100000.0,4.0,1.025,250000.0,2562500000.0,1
1,1,0,9400000,26700000,10,343,51900000.0,2.8404255319148937,1.9438202247191012,4700000.0,17801700000.0,0
5,1,0,2100000,7300000,18,358,16300000.0,3.4761904761904763,2.232876712328767,350000.0,5835400000.0,0
4,1,1,5400000,11500000,20,705,38000000.0,2.1296296296296298,3.3043478260869565,1080000.0,26790000000.0,1
2,1,1,4700000,15100000,8,799,27600000.0,3.2127659574468086,1.8278145695364238,1566666.6666666667,22052400000.0,1
3,1,0,8800000,33700000,12,397,64300000.0,3.8295454545454546,1.9080118694362018,2200000.0,25527100000.0,0
5,1,0,3200000,12200000,6,493,22700000.0,3.8125,1.860655737704918,533333.3333333334,11191100000.0,0
0,1,1,7200000,21900000,4,446,60700000.0,3.0416666666666665,2.771689497716895,7200000.0,27072200000.0,1
2,0,1,2500000,7200000,16,315,16500000.0,2.88,2.2916666666666665,833333.3333333334,5197500000.0,0
5,0,1,6900000,15700000,14,887,48800000.0,2.2753623188405796,3.1082802547770703,1150000.0,43285600000.0,1
5,1,1,5700000,20500000,16,429,31000000.0,3.5964912280701755,1.5121951219512195,950000.0,13299000000.0,0
4,1,1,5500000,15100000,18,673,39600000.0,2.7454545454545456,2.622516556291391,1100000.0,26650800000.0,1
4,0,1,9200000,29100000,10,731,63600000.0,3.1630434782608696,2.185567010309278,1840000.0,46491600000.0,1
5,1,1,5700000,11500000,2,732,40400000.0,2.017543859649123,3.5130434782608697,950000.0,29572800000.0,1
5,1,1,5000000,16400000,14,525,40700000.0,3.28,2.481707317073171,833333.3333333334,21367500000.0,0
4,0,0,2300000,5500000,6,343,17800000.0,2.391304347826087,3.2363636363636363,460000.0,6105400000.0,0
0,0,1,3000000,11000000,16,331,21500000.0,3.6666666666666665,1.9545454545454546,3000000.0,7116500000.0,0
0,0,0,7900000,26200000,18,845,62600000.0,3.3164556962025316,2.3893129770992365,7900000.0,52897000000.0,1
