no_of_dependents,education,self_employed,income_annum,loan_term,cibil_score,total_assets,income_per_dependent,asset_coverage_ratio,wealth_cibil_score,loan_amount
2,0,0,6600000,16,401,47000000.0,2200000.0,3.1333333333333333,18847000000.0,15000000
0,0,0,2200000,4,437,14200000.0,2200000.0,1.6136363636363635,6205400000.0,8800000
3,0,0,5500000,8,882,37000000.0,1375000.0,2.102272727272727,32634000000.0,17600000
4,1,0,5100000,8,392,35100000.0,1020000.0,2.264516129032258,13759200000.0,15500000
2,0,1,3900000,10,421,33400000.0,1300000.0,4.337662337662338,14061400000.0,7700000
5,1,0,200000,6,722,1100000.0,33333.333333333336,2.75,794200000.0,400000
4,1,0,5800000,10,692,34000000.0,1160000.0,2.312925170068027,23528000000.0,14700000
5,0,0,8300000,2,537,50200000.0,1383333.3333333333,2.42512077294686,26957400000.0,20700000
5,1,1,2600000,8,676,16000000.0,433333.3333333333,2.909090909090909,10816000000.0,5500000
1,1,0,2100000,6,817,15300000.0,1050000.0,1.8888888888888888,12500100000.0,8100000
4,0,0,3900000,20,433,23100000.0,780000.0,2.138888888888889,10002300000.0,10800000
1,1,1,5200000,6,524,39700000.0,2600000.0,2.4355828220858897,20802800000.0,16300000
3,0,1,7800000,20,490,33600000.0,1950000.0,1.3770491803278688,16464000000.0,24400000
3,0,1,5400000,4,595,31100000.0,1350000.0,2.174825174825175,18504500000.0,14300000
2,0,0,2900000,2,835,21000000.0,966666.6666666666,1.9090909090909092,17535000000.0,11000000
4,1,0,7100000,6,850,48400000.0,1420000.0,1.7102473498233215,41140000000.0,28300000
1,1,1,800000,4,409,6300000.0,400000.0,2.52,2576700000.0,2500000
5,1,1,3400000,10,760,29700000.0,566666.6666666666,2.3203125,22572000000.0,12800000
1,1,1,6800000,14,344,36900000.0,3400000.0,2.096590909090909,12693600000.0,17600000
4,1,1,7000000,12,881,44400000.0,1400000.0,1.6383763837638377,39116400000.0,27100000
0,1,1,9300000,10,600,58900000.0,9300000.0,2.404081632653061,35340000000.0,24500000
2,1,0,7500000,10,790,42300000.0,2500000.0,2.1256281407035176,33417000000.0,19900000
3,1,1,8000000,20,392,37700000.0,2000000.0,1.2083333333333333,14778400000.0,31200000
5,1,1,1600000,2,748,7600000.0,266666.6666666667,1.853658536585366,5684800000.0,4100000
1,1,1,6700000,6,798,38700000.0,3350000.0,2.0585106382978724,30882600000.0,18800000
3,0,0,3800000,4,323,23800000.0,950000.0,2.087719298245614,7687400000.0,11400000
1,0,1,2700000,6,413,15000000.0,1350000.0,2.7777777777777777,6195000000.0,5400000
3,1,0,1300000,8,733,11300000.0,325000.0,3.896551724137931,8282900000.0,2900000
4,0,0,3400000,16,543,23200000.0,680000.0,2.2095238095238097,12597600000.0,10500000
3,1,0,3400000,14,757,17700000.0,850000.0,1.6238532110091743,13398900000.0,10900000
5,1,1,2400000,8,464,14600000.0,400000.0,2.1470588235294117,6774400000.0,6800000
0,0,0,1900000,4,749,12300000.0,1900000.0,1.7826086956521738,9212700000.0,6900000
4,1,0,700000,6,680,3300000.0,140000.0,1.5,2244000000.0,2200000
1,0,0,6900000,4,574,35200000.0,3450000.0,1.6842105263157894,20204800000.0,20900000
5,1,1,300000,18,774,1900000.0,50000.0,2.375,1470600000.0,800000
3,0,0,6000000,10,387,42800000.0,1500000.0,2.2887700534759357,16563600000.0,18700000
1,0,0,4300000,20,397,28800000.0,2150000.0,1.7560975609756098,11433600000.0,16400000
4,1,0,5800000,14,816,51400000.0,1160000.0,3.8074074074074074,41942400000.0,13500000
2,1,1,3300000,8,845,21400000.0,1100000.0,3.1940298507462686,18083000000.0,6700000
2,0,0,400000,4,743,2700000.0,133333.33333333334,1.8,2006100000.0,1500000
5,0,0,300000,4,418,1600000.0,50000.0,2.6666666666666665,668800000.0,600000
1,0,0,4200000,6,466,33100000.0,2100000.0,3.0934579439252334,15424600000.0,10700000
2,0,1,600000,12,335,2900000.0,200000.0,1.2608695652173914,971500000.0,2300000
5,0,1,4400000,6,446,34200000.0,733333.3333333334,2.25,15253200000.0,15200000
0,1,1,9200000,2,868,60300000.0,9200000.0,2.0510204081632653,52340400000.0,29400000
2,1,1,6900000,4,763,39400000.0,2300000.0,1.5573122529644268,30062200000.0,25300000
5,0,1,5100000,14,527,45100000.0,850000.0,3.291970802919708,23767700000.0,13700000
4,1,0,3400000,2,741,20800000.0,680000.0,1.6377952755905512,15412800000.0,12700000
4,0,1,8600000,12,802,54000000.0,1720000.0,2.014925373134328,43308000000.0,26800000
3,0,1,9200000,8,538,59500000.0,2300000.0,2.0588235294117645,32011000000.0,28900000
5,1,1,4800000,4,523,23900000.0,800000.0,1.4662576687116564,12499700000.0,16300000
4,0,0,2800000,14,381,14900000.0,560000.0,1.7951807228915662,5676900000.0,8300000
1,1,1,3400000,4,534,21700000.0,1700000.0,3.1,11587800000.0,7000000
5,0,1,800000,14,574,6200000.0,133333.33333333334,2.8181818181818183,3558800000.0,2200000
1,0,0,4100000,6,405,29800000.0,2050000.0,2.684684684684685,12069000000.0,11100000
0,0,0,1900000,16,542,7400000.0,1900000.0,1.9473684210526316,4010800000.0,3800000
5,1,1,6700000,14,820,40800000.0,1116666.6666666667,1.6062992125984252,33456000000.0,25400000
0,1,0,5200000,2,505,46500000.0,5200000.0,3.470149253731343,23482500000.0,13400000
3,1,1,6700000,2,508,49800000.0,1675000.0,3.0365853658536586,25298400000.0,16400000
1,0,1,4700000,20,835,18500000.0,2350000.0,1.2333333333333334,15447500000.0,15000000
0,0,0,6000000,12,826,24500000.0,6000000.0,1.1136363636363635,20237000000.0,22000000
5,0,1,6500000,12,427,33000000.0,1083333.3333333333,1.746031746031746,14091000000.0,18900000
3,1,0,500000,12,890,3700000.0,125000.0,1.85,3293000000.0,2000000
4,0,0,5700000,2,333,32400000.0,1140000.0,2.43609022556391,10789200000.0,13300000
4,0,1,6800000,12,679,64600000.0,1360000.0,3.23,43863400000.0,20000000
5,0,0,3100000,18,805,15700000.0,516666.6666666667,1.2764227642276422,12638500000.0,12300000
3,0,0,5100000,16,826,30300000.0,1275000.0,2.7545454545454544,25027800000.0,11000000
1,0,1,6300000,10,844,42500000.0,3150000.0,1.7782426778242677,35870000000.0,23900000
5,1,1,4400000,10,663,30300000.0,733333.3333333334,2.148936170212766,20088900000.0,14100000
1,0,0,8100000,6,884,54600000.0,4050000.0,2.493150684931507,48266400000.0,21900000
1,0,0,1100000,2,508,3700000.0,550000.0,1.0,1879600000.0,3700000
0,1,1,2400000,4,581,19000000.0,2400000.0,2.753623188405797,11039000000.0,6900000
3,1,1,7000000,12,481,52100000.0,1750000.0,1.9809885931558935,25060100000.0,26300000
1,1,1,8700000,12,543,77900000.0,4350000.0,2.5966666666666667,42299700000.0,30000000
0,0,1,3500000,10,448,17700000.0,3500000.0,1.4047619047619047,7929600000.0,12600000
1,1,1,1600000,4,713,9000000.0,800000.0,1.6981132075471699,6417000000.0,5300000
5,0,1,7800000,16,493,30900000.0,1300000.0,1.7861271676300579,15233700000.0,17300000
2,0,0,3700000,10,819,23800000.0,1233333.3333333333,2.5869565217391304,19492200000.0,9200000
4,1,0,400000,18,827,7200000.0,80000.0,5.142857142857143,5954400000.0,1400000
0,0,0,4800000,10,398,35800000.0,4800000.0,2.2802547770700636,14248400000.0,15700000
0,1,1,2900000,18,692,15000000.0,2900000.0,2.0,10380000000.0,7500000
5,1,1,5000000,18,509,39000000.0,833333.3333333334,2.671232876712329,19851000000.0,14600000
0,1,1,7600000,16,439,59100000.0,7600000.0,3.265193370165746,25944900000.0,18100000
1,1,0,3000000,4,622,15700000.0,1500000.0,1.6702127659574468,9765400000.0,9400000
3,0,1,200000,18,526,1000000.0,50000.0,1.4285714285714286,526000000.0,700000
5,0,1,6800000,8,865,48000000.0,1133333.3333333333,2.526315789473684,41520000000.0,19000000
5,0,1,9700000,2,328,48300000.0,1616666.6666666667,1.7627737226277371,15842400000.0,27400000
0,1,1,1200000,4,768,9300000.0,1200000.0,2.2142857142857144,7142400000.0,4200000
5,0,1,7400000,16,854,40300000.0,1233333.3333333333,1.6791666666666667,34416200000.0,24000000
4,1,0,6900000,4,839,28500000.0,1380000.0,1.3701923076923077,23911500000.0,20800000
0,0,1,9100000,18,414,60400000.0,9100000.0,2.592274678111588,25005600000.0,23300000
0,1,1,1300000,16,530,8800000.0,1300000.0,1.872340425531915,4664000000.0,4700000
3,1,0,6600000,10,841,48200000.0,1650000.0,3.3013698630136985,40536200000.0,14600000
3,0,1,1800000,14,670,14600000.0,450000.0,2.56140350877193,9782000000.0,5700000
5,0,1,8200000,14,726,50600000.0,1366666.6666666667,2.4210526315789473,36735600000.0,20900000
4,0,0,2800000,14,352,18300000.0,560000.0,2.2048192771084336,6441600000.0,8300000
1,1,1,7000000,4,554,56100000.0,3500000.0,3.50625,31079400000.0,16000000
4,1,0,700000,18,728,4500000.0,140000.0,2.5,3276000000.0,1800000
0,0,0,7400000,6,463,43100000.0,7400000.0,1.6901960784313725,19955300000.0,25500000
5,0,1,2300000,10,431,15600000.0,383333.3333333333,3.12,6723600000.0,5000000
1,1,1,600000,8,445,3200000.0,300000.0,1.6842105263157894,1424000000.0,1900000
5,1,0,1000000,4,896,7000000.0,166666.66666666666,2.3333333333333335,6272000000.0,3000000
1,0,1,2200000,8,420,10300000.0,1100000.0,1.9807692307692308,4326000000.0,5200000
1,0,0,8000000,2,315,51500000.0,4000000.0,1.6666666666666667,16222500000.0,30900000
4,0,0,8600000,10,867,65100000.0,1720000.0,3.1148325358851676,56441700000.0,20900000
3,0,1,7500000,2,342,53900000.0,1875000.0,2.0730769230769233,18433800000.0,26000000
5,0,1,5200000,18,711,39400000.0,866666.6666666666,3.3389830508474576,28013400000.0,11800000
2,0,0,7900000,2,723,26900000.0,2633333.3333333335,1.2870813397129186,19448700000.0,20900000
1,1,1,4200000,4,704,26400000.0,2100000.0,2.336283185840708,18585600000.0,11300000
0,1,0,6500000,16,842,44400000.0,6500000.0,2.198019801980198,37384800000.0,20200000
0,1,1,7400000,12,600,37600000.0,7400000.0,2.473684210526316,22560000000.0,15200000
3,0,0,9100000,12,688,64200000.0,2275000.0,2.5078125,44169600000.0,25600000
0,0,0,800000,16,739,4800000.0,800000.0,2.0869565217391304,3547200000.0,2300000
1,1,1,800000,10,798,5500000.0,400000.0,1.9642857142857142,4389000000.0,2800000
5,1,1,4100000,4,319,32500000.0,683333.3333333334,3.282828282828283,10367500000.0,9900000
5,1,1,4200000,6,583,17800000.0,700000.0,2.045977011494253,10377400000.0,8700000
3,1,1,4800000,12,535,32600000.0,1200000.0,2.8347826086956522,17441000000.0,11500000
3,0,1,8300000,8,696,57200000.0,2075000.0,2.2084942084942085,39811200000.0,25900000
4,0,0,7600000,8,672,31000000.0,1520000.0,1.297071129707113,20832000000.0,23900000
4,1,0,5100000,20,410,42700000.0,1020000.0,3.4715447154471546,17507000000.0,12300000
5,1,0,3600000,14,546,25600000.0,600000.0,2.206896551724138,13977600000.0,11600000
3,0,1,5400000,16,550,37500000.0,1350000.0,2.232142857142857,20625000000.0,16800000
5,0,0,700000,4,344,5200000.0,116666.66666666667,3.7142857142857144,1788800000.0,1400000
2,0,1,9800000,10,743,49800000.0,3266666.6666666665,1.3036649214659686,37001400000.0,38200000
4,1,0,9700000,4,772,76700000.0,1940000.0,2.107142857142857,59212400000.0,36400000
0,1,1,9400000,12,302,57700000.0,9400000.0,1.9297658862876255,17425400000.0,29900000
3,1,1,3200000,18,376,16000000.0,800000.0,1.7582417582417582,6016000000.0,9100000
0,1,1,3700000,10,747,17000000.0,3700000.0,1.4655172413793103,12699000000.0,11600000
2,1,1,4200000,6,710,33200000.0,1400000.0,2.1012658227848102,23572000000.0,15800000
2,0,0,7000000,6,892,51700000.0,2333333.3333333335,2.1363636363636362,46116400000.0,24200000
3,0,0,3200000,16,492,20700000.0,800000.0,1.8,10184400000.0,11500000
5,1,0,7900000,2,559,56800000.0,1316666.6666666667,3.209039548022599,31751200000.0,17700000
3,0,0,2200000,18,314,9800000.0,550000.0,1.180722891566265,3077200000.0,8300000
0,1,1,2700000,6,744,14800000.0,2700000.0,1.7619047619047619,11011200000.0,8400000
5,0,0,6800000,12,690,63900000.0,1133333.3333333333,3.55,44091000000.0,18000000
3,1,1,6300000,4,347,59700000.0,1575000.0,2.5622317596566524,20715900000.0,23300000
5,1,1,9000000,2,677,52200000.0,1500000.0,1.6624203821656052,35339400000.0,31400000
1,1,0,4700000,4,468,38200000.0,2350000.0,2.43312101910828,17877600000.0,15700000
2,0,0,8100000,4,674,56000000.0,2700000.0,3.2,37744000000.0,17500000
2,0,0,9000000,14,353,61100000.0,3000000.0,2.238095238095238,21568300000.0,27300000
4,0,0,3800000,8,727,22400000.0,760000.0,1.5886524822695036,16284800000.0,14100000
4,0,1,8800000,10,512,52600000.0,1760000.0,2.369369369369369,26931200000.0,22200000
3,0,1,8700000,18,454,61300000.0,2175000.0,2.2536764705882355,27830200000.0,27200000
5,0,0,5000000,14,315,37000000.0,833333.3333333334,2.9838709677419355,11655000000.0,12400000
0,0,1,6000000,10,480,34500000.0,6000000.0,1.5198237885462555,16560000000.0,22700000
2,1,1,9100000,16,685,67700000.0,3033333.3333333335,2.7975206611570247,46374500000.0,24200000
1,1,0,7400000,6,460,34800000.0,3700000.0,1.9441340782122905,16008000000.0,17900000
1,0,1,8300000,16,704,41400000.0,4150000.0,1.4577464788732395,29145600000.0,28400000
1,1,1,7600000,12,692,44700000.0,3800000.0,1.8702928870292888,30932400000.0,23900000
1,0,1,3500000,4,398,20200000.0,1750000.0,2.1041666666666665,8039600000.0,9600000
5,1,1,1000000,18,882,4900000.0,166666.66666666666,1.4,4321800000.0,3500000
5,1,1,9900000,4,860,51400000.0,1650000.0,1.9845559845559846,44204000000.0,25900000
2,1,1,5700000,18,330,32500000.0,1900000.0,2.152317880794702,10725000000.0,15100000
5,1,0,700000,16,447,5400000.0,116666.66666666667,2.25,2413800000.0,2400000
0,0,1,9600000,12,788,55900000.0,9600000.0,2.3487394957983194,44049200000.0,23800000
1,0,0,9300000,6,526,43400000.0,4650000.0,1.5017301038062283,22828400000.0,28900000
0,1,0,9500000,18,577,60800000.0,9500000.0,2.140845070422535,35081600000.0,28400000
4,1,1,8700000,16,372,50300000.0,1740000.0,2.1495726495726495,18711600000.0,23400000
5,1,1,7300000,14,759,54600000.0,1216666.6666666667,2.6,41441400000.0,21000000
3,1,1,4100000,10,465,25600000.0,1025000.0,2.015748031496063,11904000000.0,12700000
2,1,0,2900000,4,789,15000000.0,966666.6666666666,1.4705882352941178,11835000000.0,10200000
3,1,1,7500000,2,680,50100000.0,1875000.0,2.798882681564246,34068000000.0,17900000
1,1,0,7900000,20,681,44800000.0,3950000.0,1.7431906614785992,30508800000.0,25700000
1,1,1,6900000,16,673,47800000.0,3450000.0,2.1434977578475336,32169400000.0,22300000
0,0,0,6900000,10,313,49100000.0,6900000.0,2.1441048034934496,15368300000.0,22900000
0,0,0,4800000,16,551,40100000.0,4800000.0,2.132978723404255,22095100000.0,18800000
5,1,1,7700000,8,453,41100000.0,1283333.3333333333,1.6844262295081966,18618300000.0,24400000
3,0,0,6900000,4,650,36200000.0,1725000.0,1.5947136563876652,23530000000.0,22700000
1,0,0,1200000,4,439,9100000.0,600000.0,2.022222222222222,3994900000.0,4500000
1,1,0,2900000,4,658,22200000.0,1450000.0,2.3125,14607600000.0,9600000
4,1,1,5500000,6,379,44600000.0,1100000.0,2.35978835978836,16903400000.0,18900000
4,1,1,3200000,4,450,20300000.0,640000.0,1.897196261682243,9135000000.0,10700000
5,0,0,2600000,4,849,21000000.0,433333.3333333333,2.5609756097560976,17829000000.0,8200000
0,1,0,500000,18,865,3000000.0,500000.0,1.875,2595000000.0,1600000
0,1,0,1800000,10,853,6700000.0,1800000.0,0.9710144927536232,5715100000.0,6900000
0,0,0,1300000,12,555,9400000.0,1300000.0,1.9183673469387754,5217000000.0,4900000
1,0,0,9900000,20,821,70100000.0,4950000.0,3.3864734299516908,57552100000.0,20700000
0,0,0,2000000,2,820,14300000.0,2000000.0,3.0425531914893615,11726000000.0,4700000
1,0,0,5100000,4,721,34300000.0,2550000.0,2.241830065359477,24730300000.0,15300000
4,1,1,8200000,20,831,56200000.0,1640000.0,2.341666666666667,46702200000.0,24000000
5,0,0,4200000,18,571,30000000.0,700000.0,2.380952380952381,17130000000.0,12600000
2,0,1,1300000,8,582,9000000.0,433333.3333333333,1.836734693877551,5238000000.0,4900000
1,0,1,4600000,18,487,40600000.0,2300000.0,2.985294117647059,19772200000.0,13600000
1,0,0,6600000,12,758,48700000.0,3300000.0,2.472081218274112,36914600000.0,19700000
2,1,1,8300000,16,636,50600000.0,2766666.6666666665,1.681063122923588,32181600000.0,30100000
0,1,0,6900000,16,857,54200000.0,6900000.0,2.6183574879227054,46449400000.0,20700000
4,1,1,4700000,8,678,30700000.0,940000.0,2.456,20814600000.0,12500000
1,1,0,7900000,8,551,31300000.0,3950000.0,1.981012658227848,17246300000.0,15800000
3,0,0,8800000,16,668,74400000.0,2200000.0,2.9879518072289155,49699200000.0,24900000
1,1,0,6500000,2,672,39700000.0,3250000.0,1.6965811965811965,26678400000.0,23400000
3,0,0,3500000,4,439,25400000.0,875000.0,1.854014598540146,11150600000.0,13700000
2,0,1,8200000,16,636,53300000.0,2733333.3333333335,2.7193877551020407,33898800000.0,19600000
0,0,1,2000000,14,393,11700000.0,2000000.0,1.95,4598100000.0,6000000
5,0,0,2700000,2,848,15700000.0,450000.0,1.9146341463414633,13313600000.0,8200000
0,1,1,5300000,4,790,39600000.0,5300000.0,2.25,31284000000.0,17600000
2,0,0,9900000,6,312,66000000.0,3300000.0,3.3165829145728645,20592000000.0,19900000
2,0,1,5000000,14,775,24200000.0,1666666.6666666667,1.241025641025641,18755000000.0,19500000
2,0,0,9100000,20,403,59600000.0,3033333.3333333335,3.204301075268817,24018800000.0,18600000
3,0,1,7600000,14,867,45200000.0,1900000.0,1.7121212121212122,39188400000.0,26400000
0,1,0,5200000,18,558,29800000.0,5200000.0,1.6741573033707866,16628400000.0,17800000
5,1,0,1800000,4,548,12900000.0,300000.0,2.15,7069200000.0,6000000
0,0,0,7300000,16,486,48200000.0,7300000.0,1.7092198581560283,23425200000.0,28200000
4,1,0,3200000,6,635,18300000.0,640000.0,1.5775862068965518,11620500000.0,11600000
5,1,0,5200000,2,538,23400000.0,866666.6666666666,1.1304347826086956,12589200000.0,20700000
4,0,0,7100000,14,496,49500000.0,1420000.0,1.7553191489361701,24552000000.0,28200000
4,1,1,1400000,6,411,7700000.0,280000.0,1.6041666666666667,3164700000.0,4800000
4,0,0,2700000,6,857,22600000.0,540000.0,2.1121495327102804,19368200000.0,10700000
5,1,1,6500000,10,360,52600000.0,1083333.3333333333,2.9060773480662982,18936000000.0,18100000
4,1,0,9300000,18,461,60100000.0,1860000.0,1.6740947075208914,27706100000.0,35900000
0,1,1,6700000,16,638,40600000.0,6700000.0,2.7248322147651005,25902800000.0,14900000
5,1,0,6800000,6,865,44100000.0,1133333.3333333333,2.284974093264249,38146500000.0,19300000
5,0,0,5600000,4,449,34700000.0,933333.3333333334,2.551470588235294,15580300000.0,13600000
1,0,1,1900000,2,870,13200000.0,950000.0,2.8085106382978724,11484000000.0,4700000
5,0,0,8400000,6,815,39000000.0,1400000.0,2.0,31785000000.0,19500000
2,0,1,2500000,16,454,14400000.0,833333.3333333334,2.0,6537600000.0,7200000
1,0,1,2900000,18,783,15000000.0,1450000.0,1.5151515151515151,11745000000.0,9900000
3,1,1,3200000,2,543,23900000.0,800000.0,3.22972972972973,12977700000.0,7400000
4,0,1,3000000,2,786,22100000.0,600000.0,2.0275229357798166,17370600000.0,10900000
3,1,1,800000,20,395,3900000.0,200000.0,1.56,1540500000.0,2500000
2,0,1,400000,2,885,2100000.0,133333.33333333334,1.6153846153846154,1858500000.0,1300000
2,0,0,4400000,20,488,31000000.0,1466666.6666666667,2.9245283018867925,15128000000.0,10600000
2,0,1,8700000,10,829,46600000.0,2900000.0,2.341708542713568,38631400000.0,19900000
4,0,0,7400000,6,677,71800000.0,1480000.0,4.662337662337662,48608600000.0,15400000
4,0,1,5700000,12,645,40700000.0,1140000.0,2.826388888888889,26251500000.0,14400000
5,0,1,9700000,10,788,54900000.0,1616666.6666666667,1.9891304347826086,43261200000.0,27600000
2,0,0,7000000,6,649,48800000.0,2333333.3333333335,2.1785714285714284,31671200000.0,22400000
2,0,0,8900000,4,519,53200000.0,2966666.6666666665,2.303030303030303,27610800000.0,23100000
3,1,1,3100000,14,772,19600000.0,775000.0,1.75,15131200000.0,11200000
4,1,0,2200000,12,330,15600000.0,440000.0,2.557377049180328,5148000000.0,6100000
5,0,1,7100000,4,557,47300000.0,1183333.3333333333,2.2,26346100000.0,21500000
4,1,1,8200000,6,334,70100000.0,1640000.0,3.6894736842105265,23413400000.0,19000000
3,1,1,9800000,12,487,66200000.0,2450000.0,2.3309859154929575,32239400000.0,28400000
2,1,1,3900000,8,539,25000000.0,1300000.0,2.577319587628866,13475000000.0,9700000
2,1,1,2200000,8,710,11700000.0,733333.3333333334,1.4444444444444444,8307000000.0,8100000
5,0,1,600000,20,879,4200000.0,100000.0,2.4705882352941178,3691800000.0,1700000
4,0,1,6900000,10,512,39700000.0,1380000.0,1.8045454545454545,20326400000.0,22000000
2,1,1,7400000,18,561,49700000.0,2466666.6666666665,1.8205128205128205,27881700000.0,27300000
3,0,1,4000000,6,539,25300000.0,1000000.0,2.1810344827586206,13636700000.0,11600000
3,0,1,700000,18,544,4000000.0,175000.0,2.0,2176000000.0,2000000
2,0,1,1900000,16,631,13100000.0,633333.3333333334,2.847826086956522,8266100000.0,4600000
2,1,0,2200000,20,546,11500000.0,733333.3333333334,1.6911764705882353,6279000000.0,6800000
1,1,1,2000000,14,569,15600000.0,1000000.0,2.7857142857142856,8876400000.0,5600000
4,0,0,7400000,6,384,52800000.0,1480000.0,2.9497206703910615,20275200000.0,17900000
2,0,1,2300000,6,583,15200000.0,766666.6666666666,1.6888888888888889,8861600000.0,9000000
5,0,1,4000000,12,517,16200000.0,666666.6666666666,1.0451612903225806,8375400000.0,15500000
3,1,1,1500000,18,420,8200000.0,375000.0,1.4137931034482758,3444000000.0,5800000
2,0,1,5200000,18,644,24900000.0,1733333.3333333333,1.930232558139535,16035600000.0,12900000
2,1,0,5400000,8,349,43300000.0,1800000.0,2.986206896551724,15111700000.0,14500000
3,1,0,7700000,18,662,43800000.0,1925000.0,1.7312252964426877,28995600000.0,25300000
0,0,1,1900000,20,704,11500000.0,1900000.0,1.796875,8096000000.0,6400000
4,0,1,6400000,2,324,47900000.0,1280000.0,3.0903225806451613,15519600000.0,15500000
5,1,0,700000,18,757,4800000.0,116666.66666666667,2.823529411764706,3633600000.0,1700000
3,1,1,5800000,16,361,41900000.0,1450000.0,1.8217391304347825,15125900000.0,23000000
1,1,0,1800000,4,415,13800000.0,900000.0,2.5555555555555554,5727000000.0,5400000
5,1,1,4300000,18,618,26800000.0,716666.6666666666,1.9420289855072463,16562400000.0,13800000
4,1,0,8000000,8,524,61800000.0,1600000.0,2.2804428044280445,32383200000.0,27100000
0,0,0,1100000,18,887,5600000.0,1100000.0,1.3658536585365855,4967200000.0,4100000
2,0,1,8800000,12,729,46000000.0,2933333.3333333335,1.4790996784565917,33534000000.0,31100000
4,1,0,4800000,14,774,35800000.0,960000.0,1.924731182795699,27709200000.0,18600000
0,0,1,200000,20,724,1400000.0,200000.0,2.0,1013600000.0,700000
5,1,1,1400000,16,320,8100000.0,233333.33333333334,3.0,2592000000.0,2700000
5,1,0,2500000,16,590,16400000.0,416666.6666666667,2.5625,9676000000.0,6400000
5,1,0,8100000,8,796,57800000.0,1350000.0,2.2845849802371543,46008800000.0,25300000
0,1,1,6100000,6,890,44100000.0,6100000.0,2.296875,39249000000.0,19200000
0,0,1,2000000,16,651,13300000.0,2000000.0,2.891304347826087,8658300000.0,4600000
4,0,0,4800000,12,634,31400000.0,960000.0,3.108910891089109,19907600000.0,10100000
4,1,1,900000,2,660,5900000.0,180000.0,2.107142857142857,3894000000.0,2800000
4,0,0,1300000,12,512,8600000.0,260000.0,2.4571428571428573,4403200000.0,3500000
4,0,1,4200000,2,900,28800000.0,840000.0,3.1648351648351647,25920000000.0,9100000
2,1,1,3300000,20,823,20700000.0,1100000.0,1.864864864864865,17036100000.0,11100000
2,0,1,8700000,12,880,33600000.0,2900000.0,1.1830985915492958,29568000000.0,28400000
1,0,1,800000,2,439,2800000.0,400000.0,1.0769230769230769,1229200000.0,2600000
5,1,1,7400000,2,441,47700000.0,1233333.3333333333,2.789473684210526,21035700000.0,17100000
3,0,0,6900000,6,360,42400000.0,1725000.0,2.291891891891892,15264000000.0,18500000
1,1,1,8800000,14,561,54900000.0,4400000.0,1.629080118694362,30798900000.0,33700000
2,1,1,8600000,4,758,46400000.0,2866666.6666666665,1.4276923076923076,35171200000.0,32500000
2,1,0,5400000,18,621,30500000.0,1800000.0,1.4805825242718447,18940500000.0,20600000
4,1,1,2900000,18,621,15300000.0,580000.0,2.593220338983051,9501300000.0,5900000
3,1,0,9800000,12,342,75900000.0,2450000.0,3.6142857142857143,25957800000.0,21000000
4,1,0,3300000,4,552,17000000.0,660000.0,1.5740740740740742,9384000000.0,10800000
0,0,0,300000,18,376,1400000.0,300000.0,2.8,526400000.0,500000
0,1,0,1500000,12,801,11000000.0,1500000.0,2.558139534883721,8811000000.0,4300000
3,0,1,5400000,4,512,24100000.0,1350000.0,1.478527607361963,12339200000.0,16300000
0,1,0,6600000,18,497,32200000.0,6600000.0,2.1184210526315788,16003400000.0,15200000
0,1,0,5700000,8,386,28600000.0,5700000.0,1.6627906976744187,11039600000.0,17200000
3,0,1,8500000,2,683,46800000.0,2125000.0,1.793103448275862,31964400000.0,26100000
0,1,0,7400000,16,779,37500000.0,7400000.0,1.5560165975103735,29212500000.0,24100000
3,0,1,7800000,6,876,66700000.0,1950000.0,3.768361581920904,58429200000.0,17700000
3,1,1,7200000,18,515,42000000.0,1800000.0,2.5454545454545454,21630000000.0,16500000
2,0,0,7600000,12,463,32500000.0,2533333.3333333335,1.6839378238341969,15047500000.0,19300000
4,0,1,7000000,4,486,47600000.0,1400000.0,1.7827715355805243,23133600000.0,26700000
0,0,0,5700000,6,328,44200000.0,5700000.0,3.4,14497600000.0,13000000
2,0,0,8200000,10,343,45200000.0,2733333.3333333335,1.477124183006536,15503600000.0,30600000
0,1,1,9000000,8,712,37800000.0,9000000.0,1.3597122302158273,26913600000.0,27800000
3,0,0,3900000,6,607,23400000.0,975000.0,1.9663865546218486,14203800000.0,11900000
0,1,0,6500000,4,812,54300000.0,6500000.0,3.3518518518518516,44091600000.0,16200000
4,0,1,2300000,16,589,19000000.0,460000.0,2.4675324675324677,11191000000.0,7700000
1,0,0,5700000,18,657,42300000.0,2850000.0,1.9403669724770642,27791100000.0,21800000
4,0,0,800000,12,453,5300000.0,160000.0,1.8928571428571428,2400900000.0,2800000
4,0,1,8400000,14,889,62300000.0,1680000.0,3.1624365482233503,55384700000.0,19700000
1,1,1,4300000,4,564,30700000.0,2150000.0,1.7848837209302326,17314800000.0,17200000
1,0,1,300000,20,419,1700000.0,150000.0,1.8888888888888888,712300000.0,900000
1,1,0,8700000,16,663,42000000.0,4350000.0,1.2352941176470589,27846000000.0,34000000
1,0,0,4400000,4,884,37300000.0,2200000.0,3.0826446280991737,32973200000.0,12100000
1,1,1,5600000,16,528,30200000.0,2800000.0,1.7976190476190477,15945600000.0,16800000
2,1,0,600000,12,475,4100000.0,200000.0,3.1538461538461537,1947500000.0,1300000
4,0,1,2500000,20,695,15400000.0,500000.0,3.019607843137255,10703000000.0,5100000
